from_table,from_column,to_table,to_column,relationship_type,status
fact_customer_campaign_response,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_customer_campaign_response,complaint_category_key,dim_complaint_category,complaint_category_key,many_to_one_optional,synthetic_candidate
fact_customer_campaign_response,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_complaint,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_complaint,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_complaint,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_complaint,employee_key,dim_employee,employee_key,many_to_one_optional,synthetic_candidate
fact_complaint,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_complaint,complaint_category_key,dim_complaint_category,complaint_category_key,many_to_one_optional,synthetic_candidate
fact_complaint,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_service_case,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_service_case,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_service_case,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_service_case,employee_key,dim_employee,employee_key,many_to_one_optional,synthetic_candidate
fact_service_case,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_service_case,complaint_category_key,dim_complaint_category,complaint_category_key,many_to_one_optional,synthetic_candidate
fact_service_case,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_digital_session,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_digital_session,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_digital_session,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_digital_session,employee_key,dim_employee,employee_key,many_to_one_optional,synthetic_candidate
fact_digital_session,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_digital_session,complaint_category_key,dim_complaint_category,complaint_category_key,many_to_one_optional,synthetic_candidate
fact_digital_session,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_security_position_daily,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_security_position_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_security_trade,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_security_trade,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_security_trade,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_security_trade,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_security_trade,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_security_trade,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_security_trade,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_security_trade,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_security_trade,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_security_price_daily,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_security_price_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_portfolio_valuation_daily,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_portfolio_valuation_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_investment_fee,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_investment_fee,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_corporate_action,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,portfolio_key,dim_portfolio,portfolio_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,security_key,dim_security,security_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,instrument_type_key,dim_instrument_type,instrument_type_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,benchmark_key,dim_benchmark,benchmark_key,many_to_one_optional,synthetic_candidate
fact_corporate_action,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_fx_trade,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_fx_trade,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_fx_trade,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_fx_trade,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_fx_trade,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_fx_trade,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_fx_rate_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_fx_rate_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_fx_rate_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_fx_rate_daily,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_fx_rate_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_fx_rate_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_liquidity_position_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_liquidity_position_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_liquidity_position_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_liquidity_position_daily,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_liquidity_position_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_liquidity_position_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_treasury_position_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_treasury_position_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_treasury_position_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_treasury_position_daily,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_treasury_position_daily,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_treasury_position_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_general_ledger_entry,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_general_ledger_entry,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_general_ledger_entry,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_general_ledger_entry,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_general_ledger_entry,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_general_ledger_entry,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_gl_balance_monthly,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_gl_balance_monthly,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_gl_balance_monthly,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_gl_balance_monthly,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_gl_balance_monthly,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_gl_balance_monthly,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_cost_allocation,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_cost_allocation,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_cost_allocation,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_cost_allocation,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_cost_allocation,market_key,dim_market,market_key,many_to_one_optional,synthetic_candidate
fact_cost_allocation,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_credit_risk_exposure_daily,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_credit_risk_exposure_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_market_risk_measure_daily,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_market_risk_measure_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_operational_loss,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_operational_loss,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_fraud_alert,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,fraud_rule_key,dim_fraud_rule,fraud_rule_key,many_to_one_optional,synthetic_candidate
fact_fraud_alert,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_aml_alert,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,aml_scenario_key,dim_aml_scenario,aml_scenario_key,many_to_one_optional,synthetic_candidate
fact_aml_alert,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_kyc_review,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_kyc_review,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_sanctions_screening,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_sanctions_screening,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_regulatory_capital_daily,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_regulatory_capital_daily,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_regulatory_capital_daily,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_regulatory_capital_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_regulatory_capital_daily,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_regulatory_capital_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_stress_test_result,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,organization_key,dim_organization,organization_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,jurisdiction_key,dim_jurisdiction,jurisdiction_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,risk_model_key,dim_risk_model,risk_model_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_stress_test_result,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
